Asset ID	Quartex UniqueIdentifier	Quartex Name	Collection(s)	Published URL	Title	People and Organizations	Location	Approximate Date	Abstract	Description	Identifier	Language	Publisher	Date	Rights	Source	Subject	Format Genre	Format	Repository	Special Collections	University Archives	Time Span	Date Digital	Digitization Specifications	Original Handle	Rights Summary	Accessibility Feature	Accessibility Summary	Legacy Subjects	Related Agencies and Organizations
272200	55db6381-ace7-416f-8544-6c0ae967a93d	ghwb_0501	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-letter-to-c.-boyden-gray/272200	D. Allan Bromley Letter to C. Boyden Gray	"Bromley, D. Allan (David Allan), 1926-2005|Gray, C. Boyden (Clayland Boyden), 1943-2023"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A letter for C. Boyden Gray from D. Allan Bromley, Director of the Office of Science and Technology Policy (OSTP). Bromley sends to Gray the FBI Clearance forms necessary for his appointment as Director of OSTP."	ghwb_0501	eng	Rice University	19890412	This material is in the public domain and may be freely used.	"George H. W. Bush Presidential Library and Museum. FOIA 2005-0336-F, OA/ID 20107"	Politics and government	correspondence	Document	Special Collections	White House Scientists Archive		1980s		"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/114001		taggedPDF		United States. President (1989-1993 : Bush)|Presidents--United States--Archives|United States. Office of Science and Technology Policy|Federal government--Law and legislation	
272201	3d2687ac-6a9c-45a7-ac0a-fe1e1a01b3db	ghwb_0502	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/frederick-d.-nelson-memorandum-for-c.-boyden-gray/272201	Frederick D. Nelson Memorandum for C. Boyden Gray	"Nelson, Frederick D.|Gray, C. Boyden (Clayland Boyden), 1943-2023"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A memorandum for C. Boyden Gray from Frederick C. Nelson. Nelson attaches a draft memorandum that Gray would finalize and send to Andrew H. Card concerning potential difficulties regarding D. Allan Bromley's testimony before the House Committee on Science, Space and Technology. The concerns rest on whether Bromley, as a Assistant to the President for Science and Technology, would violate an established White House policy against personal advisors to the President testifying before Congress."	ghwb_0502	eng	Rice University	19900514	This material is in the public domain and may be freely used.	"George H. W. Bush Presidential Library and Museum. FOIA 2005-0336-F, OA/ID 20107"	Politics and government	memorandums	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/114012	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|United States. Office of Science and Technology Policy|Scientists in government|Federal government--Law and legislation|United States. Congress|Sununu, John H."	
272206	7452aae4-6616-4f68-aa37-8a82223a9b13	ghwb_0503	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/sally-sherman-note-for-david-bradford/272206	Sally Sherman Note for David Bradford	"Sherman, Sally|Bradford, David F., 1939-2005"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A note for David Bradford from Sally Sherman of the Office of Science and Technology Policy (OSTP). Sherman forwards to Bradford materials from Eugene Wong, Associate Director of OSTP, including an agenda for a meeting of the Technology, Products, and Manufacturing Panel of the President's Council of Advisors on Science and Technology (PCAST) and some background materials written by Ralph Gomory."	ghwb_0503	eng	Rice University	19911118	This material is in the public domain and may be freely used.	"George H. W. Bush Presidential Library and Museum. FOIA 2005-0336-F, OA/ID 07919"	Politics and government	notes	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/114023	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|United States. Office of Science and Technology Policy|Technology--Economic aspects|Manufacturing industries|Science--Competition, International|Technology--Competition, International|Fiscal policy|Economics--Competition, International|Council of Economic Advisers (U.S.)"	
272221	297ae297-3ffb-468e-a0e5-ef3851570239	ghwb_0504	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-memorandum-for-ralph-gomory/272221	D. Allan Bromley Memorandum for Ralph Gomory	"Bromley, D. Allan (David Allan), 1926-2005|Gomory, Ralph E., 1929-"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A memorandum for Ralph Gomory from D. Allan Bromley, Director of the Office of Science and Technology Policy (OSTP). Bromley requests Gomory to establish an International Economic Competetiveness Panel for the President's Council of Advisors on Science and Technology (PCAST) to discuss and analyze the role of science and technology in various economic areas."	ghwb_0504	eng	Rice University	19910612	This material is in the public domain and may be freely used.	"George H. W. Bush Presidential Library and Museum. FOIA 2005-0336-F, OA/ID 07919"	Politics and government	memorandums	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/114034	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Science--Economic aspects|Technology--Economic aspects|Science--Competition, International|Technology--Competition, International|Economics--Competition, International|Public-private sector cooperation"	
272222	8a794921-6237-40b3-b1a8-82cf7530ed95	ghwb_0505	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-notes-on-pcast/272222	D. Allan Bromley Notes on PCAST	"Bromley, D. Allan (David Allan), 1926-2005"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Notes by D. Allan Bromley, Director of the Office of Science and Technology Policy (OSTP), on various aspects of the President's Council of Advisors on Science and Technology (PCAST)."	ghwb_0505	eng	Rice University	19911121	This material is in the public domain and may be freely used.	"George H. W. Bush Presidential Library and Museum. FOIA 2005-0336-F, OA/ID 07919"	Politics and government	notes	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/114045	Public domain	taggedPDF		United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Technology--Economic aspects|Workplace literacy	
272224	501a7daa-9948-4599-a959-62e12ff949e1	ghwb_0514	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-memorandum-for-john-sununu/272224	D. Allan Bromley Memorandum for John Sununu	"Bromley, D. Allan (David Allan), 1926-2005|Sununu, John H., 1939-"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Memorandum for John Sununu from D. Allan Bromley, director of the Office of Science and Technology Policy. Bromley forwards to Sununu two discussion papers prepared by the President's Council of Advisors on Science and Technology (PCAST) on education and technology. Bromley states that they were designed to facilitate communication and advice within the Executive Office of the President (EOP)."	ghwb_0514	eng	Rice University	19901210	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	memorandums	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113820	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Education--Government policy|Science--Study and teaching|Mathematics--Study and teaching|Technological innovations|Science--Government policy|Interagency coordination|Sununu, John H."	
272226	a99c9ead-7920-4a60-8b5f-06e5f2efbb75	ghwb_0516	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-note-for-wayne-burnell/272226	D. Allan Bromley Note for Wayne Burnell	"Burnell, Wayne|Bromley, D. Allan (David Allan), 1926-2005"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A note from D. Allan Bromley, director of the Office of Science and Technology Policy (OSTP), to Wayne"	ghwb_0516	eng	Rice University	19900731	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	notes	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113831	Public domain	taggedPDF		United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)	
272229	e7daa29d-5740-451c-814f-57789f3a9aef	ghwb_0518	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-note-for-michael-boskin/272229	D. Allan Bromley Note for Michael Boskin	"Bromley, D. Allan (David Allan), 1926-2005|Boskin, Michael J., 1945-"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A note from D. Allan Bromley, director of the Office of Science and Technology Policy (OSTP), to Michael Boskin, thanking him for presenting at a meeting of the President's Council of Advisors on Science and Technology (PCAST)."	ghwb_0518	eng	Rice University	19900731	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	notes	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113853	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Boskin, Michael J."	
272230	a05ecf83-262c-4691-93b0-dea9e6a954ce	ghwb_0517	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-note-for-michael-deland/272230	D. Allan Bromley Note for Michael Deland	"Bromley, D. Allan (David Allan), 1926-2005|Deland, Michael Reeves, 1941-"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A note from D. Allan Bromley, director of the Office of Science and Technology Policy (OSTP), to Michael Deland, thanking him for presenting at a meeting of the President's Council of Advisors on Science and Technology (PCAST)."	ghwb_0517	eng	Rice University	19900731	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	notes	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113842	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Deland, Michael Reeves, 1941-2018"	
272233	83fcb0fa-c738-48e9-ae85-1f465866277b	ghwb_0519	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-note-for-robert-corell/272233	D. Allan Bromley Note for Robert Corell	"Bromley, D. Allan (David Allan), 1926-2005|Corell, Robert W., 1934-"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A note from D. Allan Bromley, director of the Office of Science and Technology Policy (OSTP), to Robert Corell, Assistant Director for Environmental Matters at the National Science Foundation (NSF), thanking him for presenting at a meeting of the President's Council of Advisors on Science and Technology (PCAST)."	ghwb_0519	eng	Rice University	19900731	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	notes	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113864	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Corell, Robert"	
272237	7cdd96ae-4afa-4ef9-b831-a3031a6eeddf	ghwb_0520	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-note-for-dan-quayle/272237	D. Allan Bromley Note for Dan Quayle	"Quayle, Dan, 1947-|Bromley, D. Allan (David Allan), 1926-2005"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A note from D. Allan Bromley, director of the Office of Science and Technology Policy (OSTP), to Vice President Dan Quayle, thanking him for his participation at a meeting of the President's Council of Advisors on Science and Technology (PCAST). Bromley also wishes Second Lady Marilyn Quayle a successful recovery following surgery in July 1990."	ghwb_0520	eng	Rice University	19900731	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	notes	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113875	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Quayle, Dan, 1947-|Quayle, Marilyn T."	
272239	ce53677c-7813-4d11-8454-2a0546cdb706	ghwb_0521	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-note-for-mary-good/272239	D. Allan Bromley Note for Mary Good	"Bromley, D. Allan (David Allan), 1926-2005"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A note from D. Allan Bromley, director of the Office of Science and Technology Policy (OSTP), to Dr. Mary Good, thanking her for presenting at a meeting of the President's Council of Advisors on Science and Technology (PCAST)."	ghwb_0521	eng	Rice University	19900731	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	notes	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113876	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Good, Mary L., 1931-2019"	
272241	18db216c-a21b-496c-96a5-9bd5c136dcd1	ghwb_0522	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-note-for-robert-w.-hatchings/272241	D. Allan Bromley Note for Robert W. Hatchings	"Bromley, D. Allan (David Allan), 1926-2005|Good, Mary L., 1931-2019"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A note from D. Allan Bromley, director of the Office of Science and Technology Policy (OSTP), to Robert W. Hatchings, thanking him for presenting at a meeting of the President's Council of Advisors on Science and Technology (PCAST)."	ghwb_0522	eng	Rice University	19900731	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	notes	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113877	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Hatchings, Robert W."	
272242	f3166ca0-e939-4f75-8fb4-1b61465a4b12	ghwb_0523	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/notice-of-approval-for-presidential-activity-at-pcast-meeting/272242	Notice of Approval for Presidential Activity at PCAST Meeting	"Hagin, Joseph W.|Bromley, D. Allan (David Allan), 1926-2005"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A form from Joseph W. Hagin to D. Allan Bromley, informing him that President Bush has approved a meeting with Bromley in the Roosevelt Room of the White House on July 27, 1990."	ghwb_0523	eng	Rice University	19900726	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	documents	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113878	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Bush, George, 1924-2018"	
272244	4af1458b-93f1-4ce0-96eb-6f9069b57bdc	ghwb_0524	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-memorandum-for-president-bush/272244	D. Allan Bromley Memorandum for President Bush	"Bromley, D. Allan (David Allan), 1926-2005|Bush, George, 1924-2018"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A memorandum for President Bush from D. Allan Bromley, director of the Office of Science and Technology Policy (OSTP). Bromley forwards to the President a couple of memorandums concerning aspects of the relationship between the Department of Defense and American academia."	ghwb_0524	eng	Rice University	19900721	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government|Military	memorandums	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113821	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Cheney, Richard B.|United States. Department of Defense|Education--Government policy|Public-private sector cooperation"	
272246	cbba6e46-3cf3-4452-95b5-930a9eea3ab3	ghwb_0525	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-memorandum-for-james-cicconi/272246	D. Allan Bromley Memorandum for James Cicconi	"Bromley, D. Allan (David Allan), 1926-2005|Cicconi, James W. (James WIlliam), 1952-"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A memorandum for James W. Cicconi from D. Allan Bromley, director of the Office of Science and Technology Policy (OSTP). Bromley forwards two memorandums to President Bush which detail aspects of the fiscal year 1991 science and technology budget and the National Institutes of Health (NIH), respectively."	ghwb_0525	eng	Rice University	19900531	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government|Economics and finance	memorandums	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113822	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Cheney, Richard B.|Bush, George, 1924-2018|Science--Economic aspects|Budget process--United States|National Institutes of Health (U.S.)"	
272247	d1741c83-ad4d-48e3-bccd-f184ed23b0f3	ghwb_0526	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/memorandum-detailing-pcast-meeting/272247	Memorandum Detailing PCAST Meeting	"Bromley, D. Allan (David Allan), 1926-2005"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A memorandum written by D. Allan Bromley, director of the Office of Science and Technology Policy (OSTP), providing details for the May 25, 1990 meeting of the President's Council of Advisors on Science and Technology (PCAST)."	ghwb_0526	eng	Rice University	19900523	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	memorandums	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113823	Public domain	taggedPDF		United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)	
272250	f3ef458f-f839-4c71-a65a-e5e2040e7f2a	ghwb_0527	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/correspondence-between-d.-allan-bromley-and-richard-s.-nicholson/272250	Correspondence Between D. Allan Bromley and Richard S. Nicholson	"Nicholson, Richard S.|Bromley, D. Allan (David Allan), 1926-2005"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A letter from Richard S. Nicholson, Executive Officer of the American Association for the Advancement of Science (AAAS), to D. Allan Bromley, Director of the Office of Science and Technology Policy (OSTP). Nicholson extends an invitation to Bromley and the full President's Council of Advisors on Science and Technology (PCAST) to a dinner with the AAAS' board of directors. In his reply letter, Bromley accepts Nicholson's offer. Correspondence shared in May 1990."	ghwb_0527	eng	Rice University	199005	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	memorandums	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113824	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|American Association for the Advancement of Science|Nicholson, Richard S."	
272252	97b2dd08-be6b-4d7e-82bd-b601444105dc	ghwb_0528	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-schedule-proposal-for-vice-president-quayle/272252	D. Allan Bromley Schedule Proposal for Vice President Quayle	"Bromley, D. Allan (David Allan), 1926-2005"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A schedule proposed to Cece Kramer, Assistant to Vice President Quayle, from D. Allan Bromley, Director of the Office of Science and Technology Policy (OSTP). Bromley requests three hours of the Vice President's time to meet with the President's Council of Advisors on Science and Technology (PCAST) to be informed of the work PCAST has been engaged in."	ghwb_0528	eng	Rice University	19900511	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	memorandums	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113825	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Quayle, Dan, 1947-"	
272254	a9d15c48-42b2-40e5-b413-87fbc8dd6f85	ghwb_0529	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-letter-to-robert-adams/272254	D. Allan Bromley Letter to Robert Adams	"Adams, Robert McC. (Robert McCormick), 1926-2018|Bromley, D. Allan (David Allan), 1926-2005"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A letter from D. Allan Bromley, Director of the Office of Science and Technology Policy (OSTP), to Robert McC. Adams, Secretary of the Smithsonian Institution. Bromley thanks Adams on behalf of the President's Council of Advisors on Science and Technology (PCAST) for the invitation to attend the Marconi International Fellowship Award Dinner."	ghwb_0529	eng	Rice University	19900508	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	correspondence	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113826	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Smithsonian Institution|Adams, Robert McC. (Robert McCormick), 1926-2018"	
272255	75a729f2-407a-49e4-95c1-cf7db6d1af6e	ghwb_0530	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/joseph-w.-hagin-memorandum-for-d.-allan-bromley/272255	Joseph W. Hagin Memorandum for D. Allan Bromley	"Hagin, Joseph W.|Bromley, D. Allan (David Allan), 1926-2005"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A memorandum for D. Allan Bromley from Joseph W. Hagin of the Office of Appointments and Scheduling, informing Bromley that his request for President Bush to attend a meeting of the President's Council of Advisors on Science and Technology (PCAST) on April 25 or 26, 1990 has been denied."	ghwb_0530	eng	Rice University	19900424	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	documents	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113827	Public domain	taggedPDF		United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)	
272261	7df07aa4-c066-4bea-bcb9-e874bdb00453	ghwb_0531	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-letter-to-martin-o.-harwit/272261	D. Allan Bromley Letter to Martin O. Harwit	"Harwit, Martin O.|Bromley, D. Allan (David Allan), 1926-2005"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A letter from D. Allan Bromley, Director of the Office of Science and Technology Policy (OSTP), to Martin O. Harwit, Director of the National Air and Space Museum. Bromley thanks Harwit for hosting the President's Council of Advisors on Science and Technology (PCAST) for dinner at the National Air and Space Museum."	ghwb_0531	eng	Rice University	19900406	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government|Aeronautics and space	correspondence	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113828	Public domain	taggedPDF		"United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Harwit, Martin, 1931-|Smithsonian Institution"	
272272	634bac40-6a01-44cd-9ec3-67980cc09b58	ghwb_0532	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/d.-allan-bromley-letter-to-thomas-e.-lovejoy/272272	D. Allan Bromley Letter to Thomas E. Lovejoy	"Bromley, D. Allan (David Allan), 1926-2005|Lovejoy, Thomas E."			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A letter from D. Allan Bromley, Director of the Office of Science and Technology Policy (OSTP), to Thomas Lovejoy, Assistant Secretary for External Affairs at the Smithsonian Institution and member of the President's Council of Advisors on Science and Technology (PCAST). Bromley thanks Lovejoy for the enjoyable evening spent at the Smithsonian on March 22, 1990."	ghwb_0532	eng	Rice University	19900406	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	correspondence	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113829	Public domain	taggedPDF		United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Smithsonian Institution	
272275	b7485d91-3df0-4289-98bf-f9eaafea15f1	ghwb_0533	George H. W. Bush Science Policy collection	digitalcollections.rice.edu/documents/detail/stephen-i.-danzansky-memorandum-for-d.-allan-bromley/272275	Stephen I. Danzansky Memorandum for D. Allan Bromley	"Bromley, D. Allan (David Allan), 1926-2005|Danzansky, Stephen I. (Stephen Ira), 1939-"			"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"A memorandum for D. Allan Bromley from Stephen I. Danzansky, Deputy Assistant to the President and Director of Cabinet Affairs."	ghwb_0533	eng	Rice University	19900322	This material is in the public domain and may be freely used.	George H. W. Bush Presidential Library and Museum	Politics and government	memorandums	Document	Special Collections	White House Scientists Archive		1990s	2022	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."	https://hdl.handle.net/1911/113832	Public domain	taggedPDF		United States. President (1989-1993 : Bush)|Presidents--United States--Archives|President's Council of Advisors on Science and Technology (U.S.)|Domestic Policy Council (U.S.)|Economic Policy Committee	
